Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1498780568,989168T,NJ,PAS,09/09/2025,67,,JEEP,P,11010,37626,37628,20250925,0034,34,33,978525,0033,0000,0205A,,,F,3775,10TH AVE,,0,408,J2,,BBBBBBB,ALL,ALL,BLUE,0,2024,-,0,,,,,
1488092473,JGY7654,NY,PAS,09/10/2025,21,SUBN,VOLKS,P,34640,57970,60790,20250527,100,100,100,971158,0100,0000,0152P,,Q,F,128-19,B 129 ST,,0,408,D,,BBBBBYY,ALL,ALL,WH,0,2019,-,0,,,,,
1492171141,LGS8758,NY,PAS,09/10/2025,40,SDN,NISSA,P,42795,41900,18510,20241014,120,120,122,976893,0122,0000,1247A,,R,F,141,PARKHILL AVE,,0,408,E2,,BBBBBBB,ALL,ALL,,0,0,-,2,,,,,
1497944260,Y203537C,NY,OMT,09/10/2025,20,TAXI,FORD,A,0,0,0,20250331,113,113,642,53994,0642,0000,0530P,,Q,F,,JFKIA,TERMINAL 4 ARRIVALS,0,408,C,,BBBBBBB,ALL,ALL,YELLO,0,2020,-,0,,,,,
1483688471,KNF8906,99,PAS,09/10/2025,67,,,Y,24690,36470,36490,20250630,0032,32,976,101922,0976,0000,0853A,0852A,NY,F,512,LENOX AVE,,20250910,408,C4,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1498216031,GXW5915,NY,COM,09/10/2025,74,VAN,FORD,P,27150,41320,12520,20250621,0048,48,48,970391,0048,0000,0734P,,BX,F,649,E 183RD ST,,0,408,J3,,BBBBBBB,ALL,ALL,WHITE,0,2006,-,0,,,,,
1477212139,LDF1701,NY,PAS,09/11/2025,40,SDN,LEXUS,P,8730,5430,5580,20250803,0072,72,490,945063,0490,0000,0625A,,K,O,410,43 ST,,0,408,C4,,BBBBBBB,ALL,ALL,WH,0,2015,-,1,,,,,
1493814400,KNM6624,NY,PAS,09/11/2025,14,SDN,VOLKS,P,10010,19270,19290,20250502,0025,25,30,976549,0030,0000,0934P,,NY,F,2269,1ST AVENUE,,0,408,C3,,BBBBBBB,ALL,ALL,BLK,0,2017,-,0,,,,,
1326061331,EWJ3320,NY,PAS,09/11/2025,98,SUBN,HONDA,P,23790,64190,61390,20251111,109,109,109,959549,0109,0000,0721P,,Q,F,41-10,157 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0,2009,-,0,,,,,
1449687039,T635188C,NY,PAS,09/11/2025,40,SDN,FORD,P,79980,13490,63150,20250131,0088,88,88,974059,0088,0000,1112P,,K,F,112,ST EDWARDS,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,2018,-,0,,,,,
1496383310,KMZ9336,NY,PAS,09/11/2025,19,SDN,NISSA,P,42730,18630,12930,20240316,0079,79,79,971452,0079,0000,1020P,,K,F,1190,FULTON ST,,0,408,F1,,BBBBBBB,ALL,ALL,BLUE,0,2020,-,0,,,,,
1496473668,KLL3575,NY,PAS,09/11/2025,98,SDN,JEEP,P,90630,73030,54050,20250601,0062,62,62,970001,0062,0000,0923P,2123P,K,F,1752,W 3 ST,,20250911,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1498235062,EVAIVNA,NY,PAS,09/11/2025,21,SUBN,CHEVR,P,65320,46820,42020,20250317,0041,41,41,968914,0041,0000,0925P,,BX,F,829,SOUTHERN BLVD,,0,408,D1,,BBBBBBB,ALL,ALL,WHITE,0,2008,-,0,,,,,
1498575389,KPZ2819,NY,PAS,09/11/2025,20,SUBN,JEEP,P,74900,53820,9220,20251029,0050,50,50,963312,0050,0000,0217A,,BX,F,555,WEST 227 ST,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2021,-,0,,,,,
1496080555,32242NE,NY,COM,09/12/2025,78,P-U,FORD,P,9540,7190,7300,20250831,114,114,114,937339,0114,0000,1049P,,Q,F,24-09,41 AVE,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,2023,-,0,,,,,
1476280617,K16KER,NJ,PAS,09/13/2025,14,SDN,FORD,P,31190,36590,36670,20250620,0030,30,862,944617,0862,0000,0828A,,NY,F,655,SAINT NICHOLAS AVE,,0,408,C,,BBBBBBB,ALL,ALL,GRY,0,2017,-,0,,,,,
1493814667,57421MG,NY,COM,09/14/2025,40,VAN,FRUEH,P,19990,0,31290,20250131,0030,30,30,963945,0030,0000,1040P,,NY,F,431,EDGECOMBE AVE,,0,408,D,,BBBBBBB,ALL,ALL,WH,0,2006,-,0,,,,,
1493495707,DHG9292,NY,PAS,09/14/2025,14,SDN,LEXUS,K,60920,27870,73520,20250914,0052,52,1,161089,0001,0000,0854A,,BX,O,3327,RESERVOIR OVAL WEST,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,2014,-,0,,,,,
1493469113,JKK9007,NY,PAS,09/14/2025,67,SUBN,SUBAR,P,59690,62330,83030,20250725,0071,71,71,944862,0071,0000,0205P,,K,O,11,MCKEEVER PLC,,0,408,K6,,BBBBBBB,ALL,ALL,BLK,0,2019,-,0,,,,,
1494969816,KZF3363,NY,PAS,09/14/2025,20,,ACURA,P,15920,8120,78150,20250103,0040,40,40,971185,0040,0000,0147A,,BX,F,80,BRUCKNER BLVD,,0,408,J6,,BBBBBBB,ALL,ALL,GY,0,2017,-,0,,,,,
1496334176,TMB3139,NC,PAS,09/14/2025,20,SDN,TOYOT,3,25645,13113,32625,20250420,0019,19,977,668907,0977,0000,0428A,,NY,F,888,MAIN ST,,0,408,J6,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1496334530,EWC1065,NY,PAS,09/14/2025,68,SUBN,BMW,3,25645,13113,13113,20251229,0019,19,977,668907,0977,0000,0710A,,NY,F,455,MAIN ST,,0,408,A1,,BBBBBBB,ALL,ALL,GRAY,0,2010,-,0,,,,,
1496478198,428AJJ,NY,PAS,09/14/2025,51,MOTO,HARLE,P,10630,7430,7530,0,0062,62,62,976486,0062,0000,0251A,,K,F,2353,81 STREET,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2005,-,0,,,,,
1497584589,8439BF0,AL,PAS,09/14/2025,62,SDN,CHEVR,P,0,0,0,0,104,104,104,977682,0104,0000,0710P,,Q,,58-02,VERMONT PL,,0,408,C,,BBBBBBB,ALL,ALL,GRY,0,0,-,0,,,,,
1497586422,LEC7803,NY,PAS,09/14/2025,62,SUBN,NISSA,P,0,0,0,20250814,104,104,104,977682,0104,0000,0659P,,Q,,58-02,VERMONT PL,,0,408,D4,,BBBBBBB,ALL,ALL,BLK,0,2018,-,0,,,,,
1493900419,T41RRJ,NJ,PAS,09/15/2025,98,SDN,TESLA,P,37610,44430,41030,20251120,0069,69,69,976180,0069,0000,0456P,1656P,,F,713,E 85 ST,,20250915,408,F1,,BBBBBBB,ALL,ALL,GRY,0,2023,-,0,,,,,
1493900444,LCB3056,NY,OMT,09/15/2025,98,SDN,TOYOT,P,73210,41030,14080,20250619,0069,69,69,976180,0069,0000,0524P,1724P,,F,1257,REMSEN AVE,,20250915,408,F2,,BBBBBBB,ALL,ALL,GRY,0,2016,-,0,,,,,
1495217061,Z80442,VA,PAS,09/15/2025,14,MCY,STELL,P,13460,13430,17050,0,0009,9,9,973952,0009,0000,0825A,,NY,F,335,BOWERY,,0,408,C,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1495724062,LAF6049,NY,PAS,09/15/2025,40,SDN,ME/BE,P,0,0,0,20250308,0047,47,47,978667,0047,0000,0038A,0038A,BX,,,C/O E 225 ST,WHITE PLAINS RD,0,408,D1,,BBBBBBB,ALL,ALL,W,0,2019,-,0,,,,,
1480341721,7FE9809,MA,PAS,09/16/2025,14,SUBN,TOYOT,K,31590,28490,0,0,0001,1,1,161433,0001,0000,0516P,,NY,F,,STATE ST,PEARL ST,0,408,C,,BBBBBBB,ALL,ALL,SILVE,0,0,-,0,,,,,
1494081404,GFL746,FL,PAS,09/17/2025,46,P-U,TOYOT,P,14230,35680,67530,0,0070,70,70,939118,0070,0000,0919A,,K,F,1916,AVE M,,0,408,F1,,BBBBBBB,ALL,ALL,WT,0,0,-,0,,,,,
1496355581,51391NE,NY,COM,09/17/2025,46,DELV,ISUZU,3,25645,32625,32625,20250430,0019,19,977,908606,0977,0000,0858A,,NY,F,544,MAIN ST,,0,408,E1,,BBBBBBB,ALL,ALL,PINK,0,2023,-,0,,,,,
1498170407,MMV1383,PA,PAS,09/17/2025,14,SDN,LEXUS,P,94630,88030,87130,20250531,0075,75,83,978697,0083,0000,0757P,,K,F,180,WORTMAN AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BK,0,2012,-,0,,,,,
1497589861,GUU8045,NY,PAS,09/18/2025,14,SDN,FORD,P,28990,13690,13790,20250228,112,112,112,961206,0112,0000,0953P,,Q,F,65-38,AUSTIN ST,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,2015,-,0,,,,,
1474646335,LGR2010,NY,PAS,09/19/2025,14,SDN,TOYOT,P,19150,27790,0,20251010,0023,23,805,977117,0805,0000,1115P,,,,,EAST 109 ST,PARK AVE,0,408,E2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1497587979,KRU6384,NY,PAS,09/19/2025,98,VAN,TOYOT,P,67490,13440,13690,20250830,112,112,112,971960,0112,0000,0320P,,,F,6450,WETHEROLE ST,,0,408,E3,,BBBBBBB,ALL,ALL,BLU,0,2018,-,0,,,,,
1488845189,923845ST,IL,PAS,09/20/2025,66,,,P,39800,45280,22270,0,122,122,122,970449,0122,0000,0819P,,R,O,748,NEW DORP LN,,0,408,K6,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1492123092,LDF8615,NY,PAS,09/20/2025,19,SUBN,CADLC,M,49690,24440,24540,20250626,103,103,0,0,QNRC,0000,0825A,,Q,F,168-42,HILLSIDE AVE,,0,408,C3,,BBBBBBB,ALL,ALL,BLK,0,2016,-,0,,,,,
1495598032,GLV9925,NY,PAS,09/20/2025,17,SDN,VOLKS,P,80930,23930,89940,20251227,0090,90,90,961057,0090,0000,1027A,,,O,246,STAGG ST,,0,408,C4,,YYYYYBB,0700A,0400P,BLK,0,0,-,0,,,,,
1498315150,T724812C,NY,OMT,09/20/2025,19,SDN,TOYOT,P,19340,20490,20590,20250228,102,102,102,944794,0102,0000,1230P,,,F,111-12,101 AVE,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1492474230,LHC1948,NY,PAS,09/21/2025,40,SUBN,FORD,P,13040,19190,19540,20250919,112,112,112,927000,0112,0000,0520A,0520A,NY,F,99-32,63 DR,,20250921,408,F2,,BBBBBBB,ALL,ALL,GREY,0,2024,-,0,,,,,
1495124721,MJ888R,BC,PAS,09/22/2025,14,SUBN,ME/BE,P,18770,45590,19790,0,0019,19,19,975004,0019,0000,0854A,,NY,F,589,E 89 ST,,0,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1495448599,KZK7195,NY,PAS,09/22/2025,46,SUBN,HONDA,P,29620,49520,65320,20250105,0048,48,48,975107,0048,0000,0250A,0245A,BX,F,870,E TREMONT,,20250922,408,F1,,BBBBBBB,ALL,ALL,GRY,0,2023,-,0,,,,,
1498177529,AM54840,AZ,PAS,09/23/2025,46,VAN,FORD,P,55730,58730,85730,20250630,0079,79,79,978761,0079,0000,0700P,,K,F,370,LEXINGTON AVE,,0,408,E5,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1498248718,T116760C,NY,999,09/23/2025,14,SDN,TOYOT,P,64790,18790,18940,20250731,103,103,109,977408,0109,0000,0203A,,Q,F,95-02,SUTPHIN BLVD,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,2023,-,0,,,,,
1473204203,JDL9152,99,PAS,09/24/2025,21,SDN,ME/BE,P,13810,32685,97440,20250608,0001,1,1,968990,0001,0000,1152P,,,F,570,BROOME,,0,408,C,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1493409487,KMC7411,NY,PAS,09/24/2025,51,SDN,HONDA,P,39790,29940,48090,20250923,101,101,101,971916,0101,0000,0457P,,,F,12-08,CORNAGA AVE,,0,408,C3,,BBBBBBB,ALL,ALL,GY,0,2009,-,0,,,,,
1494083619,BLANKPLATE,99,999,09/24/2025,40,SDN,,P,35580,33530,32930,20241024,0070,70,70,962489,0070,0000,1124A,,K,F,471,E 17 ST,,0,408,J2,,BBBBBBB,ALL,ALL,GY,0,1999,-,0,,,,,
1498202275,LNR5544,PA,PAS,09/24/2025,74,SDN,HONDA,P,73430,72730,0,20250531,0077,77,77,978981,0077,0000,1027P,1025P,K,,,ROCHESTER AVE,PROSPECT PL,20250924,408,J2,,BBBBBBB,ALL,ALL,BLK,0,2017,-,0,,,,,
1473300745,709BN4,NY,MOT,09/24/2025,74,,,P,34910,10910,11010,20250430,0018,18,18,971501,0018,0000,1100P,,,F,440,WEST 57 ST,,0,408,J2,,YYYYYYY,0001A,1159P,,0,0,-,0,,,,,
1491052557,KZF4668,NY,PAS,09/25/2025,98,SDN,HONDA,P,23920,27570,27600,20250227,0052,52,52,970670,0052,0000,1155A,,BX,F,2753,DECATUR AVE,,0,408,E2,,BBBBBBB,ALL,ALL,BLUE,0,2010,-,0,,,,,
1489606520,96214MN,NY,COM,09/25/2025,40,,FORD,O,70430,48830,61630,20250930,0084,84,0,0,0AD2,0000,1104A,,K,O,104,PIERREPONT STREET,,0,408,C4,,BBBBBBB,ALL,ALL,WHITE,0,2017,-,0,,,,,
1494278030,FEG2646,NY,PAS,09/25/2025,14,SUBN,NISSA,P,18530,27790,24890,20241220,0019,19,19,936716,0019,0000,0325P,1510P,NY,F,100,E 77 ST,,0,408,C,,BBBBBBB,ALL,ALL,BLK,0,2024,-,0,,,,,
1498495047,JKL7800,NY,PAS,09/25/2025,19,SUBN,JEEP,P,86730,27730,86930,20250730,0076,76,76,947423,0076,0000,1136A,,K,F,414,VAN BRUNT ST,,0,408,C,,BBBBBBB,ALL,ALL,BK,0,2014,-,0,,,,,
1492992320,LEX1648,NY,PAS,09/26/2025,40,SDN,TOYOT,P,29230,44930,32600,20250830,0090,90,90,973854,0090,0000,0501P,,K,F,46,COOK STREET,,0,408,F2,,BBBBBBB,ALL,ALL,BLU,0,1998,-,0,,,,,
1498847470,LCW4760,NY,PAS,09/26/2025,98,SUBN,AUDI,P,10530,28230,73330,20250530,0068,68,68,963031,0068,0000,0550P,,K,F,187,79 ST,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,2023,-,0,,,,,
1494504844,KPA6328,NY,PAS,09/27/2025,20,SDN,TOYOT,Y,26630,64830,36480,20250801,0071,71,976,101142,0976,0000,1017A,,K,F,451,CLARKSON AVE,,0,408,D,,YYYYYBB,0700A,0700P,WHITE,0,2015,-,0,,,,,
1498243009,T67UYS,NJ,PAS,09/27/2025,46,,CHEVR,P,24020,27990,28020,20250920,0052,52,52,971150,0052,0000,1149A,,,O,3569,DEKALB,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0,2011,-,0,,,,,
1498288273,989BP3,NY,PAS,09/27/2025,74,MCY,KAWAS,P,54580,54690,35780,20250430,107,107,107,951783,0107,0000,0622P,0620P,Q,O,85-15,MAIN ST,,20250927,408,K4,,BBBBBBB,ALL,ALL,GY,0,2021,-,0,,,,,
1493447853,KNP5903,NY,PAS,09/28/2025,50,SDN,HONDA,P,0,0,0,20250411,102,102,102,976476,0102,0000,0815P,,Q,,,I/O 85 ST,88 AVE,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,2017,-,0,,,,,
1495025494,17185BT,NY,OMR,09/28/2025,79,,IC,P,14280,34980,35030,20250228,0066,66,66,967630,0066,0000,1011P,1011P,K,,401 B,AVE N,,20250928,408,F2,,BBBBBBB,ALL,ALL,,0,2021,-,0,,,,,
1497839750,LDA6280,NY,PAS,09/28/2025,98,SUBN,JEEP,P,37230,44430,13980,20250702,0063,63,63,971186,0063,0000,1035A,,K,F,942,E 55 ST,,0,408,K6,,BBBBBBB,ALL,ALL,BLK,0,2019,-,0,,,,,
1497884408,LGK1428,NY,PAS,09/28/2025,74,SDN,BMW,P,83930,80630,31230,20250327,0083,83,83,958985,0083,0000,0145P,,K,F,446,SUYDAM STREET,,0,408,D,,BBBBBBB,ALL,ALL,GREY,0,2008,-,0,,,,,
1498233703,E77RRV,NJ,PAS,09/28/2025,41,SDN,HONDA,P,26550,42020,43520,20250130,0041,41,41,978484,0041,0000,0945P,2143A,,F,947,E 163,,20250928,408,J2,,BBBBBBB,ALL,ALL,WH,0,2018,-,0,,,,,
1466161358,CPN4212,NY,PAS,09/29/2025,17,SDN,HYUND,O,72720,26400,26490,20250929,0044,44,0,0,BXSC,0000,0355P,1555P,BX,O,865,WALTON AVE,,20250929,408,C4,,YYYYYYY,0800A,1000P,BLUE,0,2020,-,0,,,,,
1474064905,JJS5023,NY,PAS,09/29/2025,46,SUBN,NISSA,P,64620,26250,26340,20250904,0044,44,44,962506,0044,0000,0224A,,BX,F,707,CONC VILL WEST,,0,408,F7,,BBBBBBB,ALL,ALL,BLK,0,2015,-,0,,,,,
1495679937,20992NE,NY,COM,09/30/2025,67,SUBN,CHEVR,P,37626,10910,0,20250930,0034,34,33,978421,0033,0000,0317A,,NY,F,,W 202 STREET,9TH AVE,0,408,F1,,BBBBBBB,ALL,ALL,WH,0,2017,-,0,,,,,
1496643331,LGE7276,NY,PAS,09/30/2025,98,SUBN,KIA,P,24050,19040,19090,20250228,106,106,106,975068,0106,0000,0502P,,Q,F,97-15,161 AVE,,0,408,K6,,BBBBBBB,ALL,ALL,BR,0,2013,-,0,,,,,
1497601320,KSR5069,NY,PAS,09/30/2025,98,SDN,TOYOT,P,13940,11020,11010,20251031,104,104,104,976967,0104,0000,0208A,,Q,,52-38,66 ST,,0,408,F7,,BBBBBBB,ALL,ALL,BLK,0,2018,-,0,,,,,
1498390870,KYM8915,NY,OMS,09/30/2025,14,SDN,SUBAR,P,12520,13610,15350,20250930,0001,1,1,977556,0001,0000,0150P,0150P,NY,F,2,BARCLAY,,20250930,408,C4,,YYYYYBB,0700A,0700P,SIL,0,2023,-,0,,,,,
1494637807,H18008,NY,PAS,10/01/2025,14,SUBN,CHEVR,X,0,0,0,20251001,113,113,642,51818,0642,0000,0515P,1700P,Q,F,,JFKIA,TERMINAL 5,20251001,408,C,,BBBBBBB,ALL,ALL,WH,0,2018,-,0,,,,,
1497793063,HZH7766,NY,PAS,10/01/2025,68,VAN,TOYOT,P,24020,29320,27990,20240510,0052,52,52,975931,0052,0000,0518P,,BX,F,3500,DEKALB AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BROWN,0,2008,-,0,,,,,
1488042550,KSE7261,NY,PAS,10/03/2025,17,SDN,ME/BE,P,28790,26390,15010,20251003,0007,7,804,978579,0804,0000,0517P,1716P,,F,65,PIKE STREET,,20251003,408,E3,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1496016208,KNZ8900,NY,PAS,10/03/2025,98,SUBN,LEXUS,P,54430,28830,35330,20250805,0061,61,61,974566,0061,0000,0950A,,K,F,1019,LANCASTER AVE,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,2025,-,0,,,,,
1492603636,KZH7036,NY,PAS,10/04/2025,98,P-U,TOYOT,P,34930,67630,69830,20250319,0061,61,61,963601,0061,0000,1047P,,K,F,2456,E 3 ST,,0,408,K6,,BBBBBBB,ALL,ALL,BL,0,2010,-,0,,,,,
1491558120,Y205623C,NY,999,10/04/2025,46,TAXI,FORD,P,33190,25190,31990,20250228,0006,6,6,974949,0006,0000,1006P,1006P,NY,F,40,WASHINGTON SQ SOUTH,,20251004,408,C3,,BBBBBBB,ALL,ALL,YELL,0,2022,-,0,,,,,
1492957148,HVY3681,NY,PAS,10/04/2025,98,SDN,HONDA,P,18040,22940,23020,20250913,107,107,107,972705,0107,0000,0849P,,NY,F,144-59,89 AVE,,0,408,F2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1496016210,58861,VA,PAS,10/04/2025,14,SUBN,FORD,P,45730,35680,67530,20250631,0061,61,61,974544,0061,0000,0240P,,K,F,1919,GRAVESEND NECK RD,,0,408,F2,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
1496836947,LUI593,NY,SPO,10/04/2025,63,SDN,HONDA,K,13235,20490,0,20250627,110,110,3,160638,0003,0000,1019P,,Q,F,,FMCP,111 ST,0,408,F3,,BBBBBBB,ALL,ALL,GRAY,0,2022,-,0,,,,,
1491661173,KYM8562,NY,PAS,10/05/2025,38,SDN,BMW,3,0,0,0,20240814,0019,19,977,589219,0977,0000,0919A,,NY,O,750,NAIN ST,,0,408,I4,,YYYYYYB,0700A,0700P,BL,0,2013,-,0,,,,,
1491936812,LCZ5688,NY,PAS,10/05/2025,40,SDN,ME/BE,P,53320,36020,43920,20250628,0050,50,50,970080,0050,0000,0913A,,NY,F,242,NAPLES TERR,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2019,-,0,,,,,
1442460519,KYY7832,NY,PAS,10/05/2025,20,SUBN,GMC,K,23904,25680,21950,20250417,120,120,5,160548,0005,0000,0315P,,R,,,CLOVE LAKES PARK,,0,408,C3,,BBBBBBB,ALL,ALL,BK,0,2022,-,0,,,,,
1495895452,LDH3942,NC,PAS,10/05/2025,50,SDN,ME/BE,P,41930,47030,42730,20251015,0079,79,79,969276,0079,0000,0212P,,K,F,496,FRANKLIN AVE,,0,408,K6,,BBBBBBB,ALL,ALL,WH,0,2021,-,0,,,,,
1497774020,KUH1679,NY,PAS,10/05/2025,14,,NISSA,P,78470,46720,23800,20260131,0045,45,45,969248,0045,0000,0113P,,BX,F,3175,WISSMAN AVE,,0,408,E2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1497860258,KSE3113,99,PAS,10/05/2025,14,SDN,NISSA,P,11800,53630,93250,20251002,0084,84,84,973914,0084,0000,0140P,,K,F,345,ADAMS ST,,0,408,E2,,BBBBBBB,ALL,ALL,GY,0,2014,-,0,,,,,
1498241669,LBV2714,NY,PAS,10/05/2025,46,SUBN,HONDA,P,70620,76650,74750,20250731,0052,52,52,955222,0052,0000,1018P,,BX,F,2414,UNIVERSITY AVE,,0,408,C3,,BBBBBBB,ALL,ALL,,0,2016,-,0,,,,,
1471957688,LBK5002,NY,PAS,10/06/2025,46,SDN,CHEVR,P,80330,86630,73430,20250405,0077,77,84,975663,0084,0000,0809P,,,F,1492,ST JOHNS PL,,0,408,F1,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1491370439,1KYS65,WV,PAS,10/06/2025,74,SDN,KIA,P,47030,50930,75130,20250101,,0,81,977373,0081,0000,0236A,,K,F,923,HANCOCK ST,,0,408,J2,,BBBBBBB,ALL,ALL,BLK,0,2013,-,0,,,,,
1496478769,URALAN08,NY,PAS,10/06/2025,40,SDN,CHEVR,P,16930,10880,19030,20250116,0062,62,62,969635,0062,0000,1206P,,K,F,30,BAY 35 STREET,,0,408,F2,,BBBBBBB,ALL,ALL,BLK,0,2017,-,0,,,,,
1497618319,TFV3152,VA,PAS,10/06/2025,14,SDN,FORD,P,38390,61090,43890,20250425,110,110,115,963595,0115,0000,0017A,,Q,O,40-08,CASE STREET,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1497704984,JFY4044,NY,PAS,10/06/2025,14,SDN,VOLKS,P,56185,40885,30510,20250227,123,123,123,974998,0123,0000,0512P,0512P,,F,231,WOEHRLE AVE,,20251006,408,C,,BBBBBBB,ALL,ALL,BLK,0,2018,-,0,,,,,
1498252655,LFJ4419,NY,PAS,10/06/2025,40,SUBN,NISSA,P,0,0,0,20251107,102,102,102,978809,0102,0000,0530P,,Q,F,91-35,,,0,408,F2,,BBBBBBB,ALL,ALL,RED,0,2011,-,0,,,,,
1498824304,8XEG507,99,PAS,10/06/2025,46,SUBN,ME/BE,P,56030,41930,80130,20250630,0077,77,77,938555,0077,0000,0108A,,K,,580,LINCOLN PL,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1491343862,LCM3086,NY,PAS,10/07/2025,40,SUBN,HYUND,P,68930,23330,54070,20250714,0077,77,77,968136,0077,0000,0935A,,K,F,1437,PACIFIC STREET,,0,408,F2,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1491131196,KPR2285,NY,PAS,10/07/2025,14,VAN,FORD,P,37110,24120,11710,20250916,0033,33,33,972885,0033,0000,0200P,,NY,O,465,W 167TH ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2006,-,0,,,,,
1497884627,X152HN,UT,PAS,10/07/2025,98,,AUDI,P,32030,93530,54100,20250731,0083,83,83,960366,0083,0000,0552P,1750P,K,F,1253,DECATUR ST,,20251007,408,J2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1499595189,28913PF,NY,APP,10/07/2025,46,REFG,HIN,P,29830,75530,81330,20251031,0084,84,84,959545,0084,0000,1028A,,K,F,105,COURT ST,,0,408,C3,,BBBBBBB,ALL,ALL,WH,0,2020,-,0,,,,,
1494843183,LFA4032,NY,PAS,10/08/2025,49,,TOYOT,P,17600,28520,52380,20250830,123,123,123,975492,0123,0000,0248A,,R,F,243,BAYVIEW AVE,,0,408,J2,,BBBBBBB,ALL,ALL,,0,0,-,0,,,,,
1496925385,30TLR19952,ME,PAS,10/08/2025,66,,HERCU,P,23110,27135,43140,20300228,105,105,105,976921,0105,0000,0830A,0825P,Q,F,241-03,148 AVE,,20251008,408,F2,,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,,
1495144392,D96V0A,NJ,PAS,10/08/2025,40,SDN,LEXUS,P,18450,10110,10010,0,0019,19,10,975413,0010,0000,0452P,0452P,,,343,E 73 ST,,0,408,E2,,BBBBBBB,ALL,ALL,SILVE,0,2022,-,0,,,,,
1494080874,LDS6861,NY,PAS,10/09/2025,46,P-U,CHEVR,P,6880,34880,59430,20250718,,0,46,939118,0046,0000,0116P,,,F,4320,18 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,BL,0,2025,-,0,,,,,
1498840012,JCX2065,PA,PAS,10/09/2025,74,SUBN,TOYOT,P,83930,23230,23930,20250630,0083,83,83,977073,0083,0000,0034A,,K,F,40,SUYDAM ST,,0,408,J2,,BBBBBBB,ALL,ALL,GRAY,0,2013,-,0,,,,,
1495323547,10632MM,NY,COM,10/10/2025,6,DELV,FRUEH,P,0,62990,0,20250630,103,103,103,975596,0103,0000,1200A,,Q,,,LIVER POOL ST,SOUTH ROAD,0,408,C4,,BBBBBBB,ALL,ALL,WHT,0,2017,-,0,,,,,
1496490186,ECC8565,NY,PAS,10/10/2025,40,SDN,FORD,P,14330,90930,90880,20250923,,0,62,969192,0062,0000,1025P,,,F,79,AVE O,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,2008,-,0,,,,,
1497616610,82137MK,NY,COM,10/10/2025,78,VAN,FORD,P,46330,16140,16070,20251031,104,104,104,976621,0104,0000,0125A,,Q,F,77-07,FURMANVILLE AVE,,0,408,E2,,BBBBBBB,0900P,0500A,WHITE,0,0,-,0,,,,,
